Sentence,Part1 Sentiment,Part2 Sentiment,Transition Word,part1_sentence,part2_sentence
ಪಕ್ಷದ ಹೈಕಮಾಂಡ್ ನನ್ನ ಬಗ್ಗೆ ಒಲವು ಇಟ್ಟುಕೊಂಡಿದೆ ಆದ್ದರಿಂದ ಮುಂದಿನ ಚುನಾವಣೆಯೂ ನನ್ನ ನೇತೃತ್ವದಲ್ಲಿಯೇ ನಡೆಯಲಿದೆ ಎಂದು ತಿಳಿಸಿದ್ದಾರೆ,P,P,ಆದ್ದರಿಂದ,ಪಕ್ಷದ ಹೈಕಮಾಂಡ್ ನನ್ನ ಬಗ್ಗೆ ಒಲವು ಇಟ್ಟುಕೊಂಡಿದೆ,ಆದ್ದರಿಂದ ಮುಂದಿನ ಚುನಾವಣೆಯೂ ನನ್ನ ನೇತೃತ್ವದಲ್ಲಿಯೇ ನಡೆಯಲಿದೆ ಎಂದು ತಿಳಿಸಿದ್ದಾರೆ
ಇತ್ತೀಚೆಗೆ ದೇವರ ಮೇಲೆ ಸಿದ್ದರಾಮಯ್ಯ ಅವರಿಗೆ ಭಕ್ತಿ ಬಂದಂತೆ ಕಾಣುತ್ತಿದೆ ಆದರೆ ಉಡುಪಿಗೆ ಭೇಟಿ ಕೊಟ್ಟ ಸಂದರ್ಭ ಶ್ರೀ ಕೃಷ್ಣ ದೇಗುಲಕ್ಕೆ ಭೇಟಿ ನೀಡಲು ಆಗಲಿಲ್ಲ ಎಂದು ಹೇಳಿಕೆ ನೀಡಿದ್ದಾರೆ,P,N,ಆದರೆ,ಇತ್ತೀಚೆಗೆ ದೇವರ ಮೇಲೆ ಸಿದ್ದರಾಮಯ್ಯ ಅವರಿಗೆ ಭಕ್ತಿ ಬಂದಂತೆ ಕಾಣುತ್ತಿದೆ,ಆದರೆ ಉಡುಪಿಗೆ ಭೇಟಿ ಕೊಟ್ಟ ಸಂದರ್ಭ ಶ್ರೀ ಕೃಷ್ಣ ದೇಗುಲಕ್ಕೆ ಭೇಟಿ ನೀಡಲು ಆಗಲಿಲ್ಲ ಎಂದು ಹೇಳಿಕೆ ನೀಡಿದ್ದಾರೆ
ಫ್ಲ್ಯಾಟ್ಗಳನ್ನು ಹಂಚಬೇಕಿತ್ತು ಆದರೆ ಇಲ್ಲಿಯವರೆಗೂ ಕಾಮಗಾರಿ ಪೂರ್ಣಗೊಂಡಿಲ್ಲ,P,N,ಆದರೆ,ಫ್ಲ್ಯಾಟ್ಗಳನ್ನು ಹಂಚಬೇಕಿತ್ತು,ಆದರೆ ಇಲ್ಲಿಯವರೆಗೂ ಕಾಮಗಾರಿ ಪೂರ್ಣಗೊಂಡಿಲ್ಲ
ತೀವ್ರ ಪೆಟ್ಟು ಬಿದ್ದ ಅವರನ್ನು ಸಹ ಕಾರ್ಮಿಕರು ಸಮೀಪದ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಿಸಿದ್ದಾರೆ ಆದರೆ ಚಿಕಿತ್ಸೆಗೆ ಸ್ಪಂದಿಸದೆ ವಿಕಾಸ್ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ,P,N,ಆದರೆ,ತೀವ್ರ ಪೆಟ್ಟು ಬಿದ್ದ ಅವರನ್ನು ಸಹ ಕಾರ್ಮಿಕರು ಸಮೀಪದ ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಿಸಿದ್ದಾರೆ,ಆದರೆ ಚಿಕಿತ್ಸೆಗೆ ಸ್ಪಂದಿಸದೆ ವಿಕಾಸ್ ಸಾವನ್ನಪ್ಪಿದ್ದಾರೆ
ಈ ಪಂದ್ಯದಲ್ಲಿ ಪಾರಮ್ಯ ಮೆರೆದಿದ್ದು ಇಂಡಿಯನ್ ನೇವಿ ಆದರೆ ಲಭಿಸಿದ ಅವಕಾಶಗಳನ್ನು ಗೋಲಾಗಿ ಪರಿವರ್ತಿಸುವಲ್ಲಿ ಎಡವಿದರು,P,N,ಆದರೆ,ಈ ಪಂದ್ಯದಲ್ಲಿ ಪಾರಮ್ಯ ಮೆರೆದಿದ್ದು ಇಂಡಿಯನ್ ನೇವಿ,ಆದರೆ ಲಭಿಸಿದ ಅವಕಾಶಗಳನ್ನು ಗೋಲಾಗಿ ಪರಿವರ್ತಿಸುವಲ್ಲಿ ಎಡವಿದರು
ಸಿಬಿಐ ಮುಖ್ಯಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಕ್ರಮ ಕೈಗೊಳ್ಳುವ ಮೊದಲು ಆಯ್ಕೆ ಸಮಿತಿಯನ್ನು ಸಂಪರ್ಕಿಸುವ ನಿಯಮವಿದೆ ಆದರೆ ಸರಕಾರ ಈ ನಿಯಮ ಪಾಲಿಸಿಲ್ಲ,O,N,ಆದರೆ,ಸಿಬಿಐ ಮುಖ್ಯಸ್ಥರ ವಿರುದ್ಧ ಯಾವುದೇ ಕ್ರಮ ಕೈಗೊಳ್ಳುವ ಮೊದಲು ಆಯ್ಕೆ ಸಮಿತಿಯನ್ನು ಸಂಪರ್ಕಿಸುವ ನಿಯಮವಿದೆ,ಆದರೆ ಸರಕಾರ ಈ ನಿಯಮ ಪಾಲಿಸಿಲ್ಲ
ಜೋಸೆಫ್ ಇದಕ್ಕೆಂದು ಏಳು ಲಕ್ಷ ರೂಪಾಯಿ ಮುಗಿಸಿದ್ದಾರೆ ಆದರೆ ಸಣ್ಣ ಪ್ರಮಾಣದಲ್ಲಿ ಮಾಡುವುದಾದರೆ ಖರ್ಚು ತೀರ ಕಡಮೆ ಮಾಡಿ ಉತ್ತಮವಾಗಿ ಅಳವಡಿಸಬಹುದೆಂದು ಅವರೆನ್ನುತ್ತಾರೆ,N,P,ಆದರೆ,ಜೋಸೆಫ್ ಇದಕ್ಕೆಂದು ಏಳು ಲಕ್ಷ ರೂಪಾಯಿ ಮುಗಿಸಿದ್ದಾರೆ,ಆದರೆ ಸಣ್ಣ ಪ್ರಮಾಣದಲ್ಲಿ ಮಾಡುವುದಾದರೆ ಖರ್ಚು ತೀರ ಕಡಮೆ ಮಾಡಿ ಉತ್ತಮವಾಗಿ ಅಳವಡಿಸಬಹುದೆಂದು ಅವರೆನ್ನುತ್ತಾರೆ
ಕಂಪನಿ ಮಾಲೀಕರು ಸ್ಪಂದಿಸುವ ಸೌಜನ್ಯ ತೋರಿರಲಿಲ್ಲ ಹೀಗಾಗಿ ಪ್ರತಿಭಟನೆ ತೀವ್ರ ಸ್ವರೂಪ ಪಡೆದುಕೊಂಡಿತ್ತು,N,N,ಹೀಗಾಗಿ,ಕಂಪನಿ ಮಾಲೀಕರು ಸ್ಪಂದಿಸುವ ಸೌಜನ್ಯ ತೋರಿರಲಿಲ್ಲ,ಹೀಗಾಗಿ ಪ್ರತಿಭಟನೆ ತೀವ್ರ ಸ್ವರೂಪ ಪಡೆದುಕೊಂಡಿತ್ತು
ಪ್ರತಿಭಟನೆ ವೇಳೆ ಪೊಲೀಸರು ಮತ್ತು ರೈತರ ನಡುವೆ ಘರ್ಷಣೆ ಕೂಡ ನಡೆದಿತ್ತು ಹೀಗಾಗಿ ಪರಿಸ್ಥಿತಿ ನಿಯಂತ್ರಿಸಲು ಪೊಲೀಸರು ಗೋಲಿಬಾರ್ ನಡೆಸಿದ್ದಾರೆ,N,N,ಹೀಗಾಗಿ,ಪ್ರತಿಭಟನೆ ವೇಳೆ ಪೊಲೀಸರು ಮತ್ತು ರೈತರ ನಡುವೆ ಘರ್ಷಣೆ ಕೂಡ ನಡೆದಿತ್ತು,ಹೀಗಾಗಿ ಪರಿಸ್ಥಿತಿ ನಿಯಂತ್ರಿಸಲು ಪೊಲೀಸರು ಗೋಲಿಬಾರ್ ನಡೆಸಿದ್ದಾರೆ
ಹುಬ್ಬಳ್ಳಿ ಆವೃತ್ತಿ ಮೂಲಕ ಉದಯವಾಣಿ ಕರಾವಳಿ ಬ್ರಾಂಡಿನಿಂದ ಆಚೆಗೆ ಯೋಚಿಸಿದೆ ಆದರೆ ಹುಬ್ಬಳ್ಳಿ ಆವೃತ್ತಿಯಲ್ಲಿ ನಾನು ಗಮನಿಸಿದಂತೆ ಈ ಕಡೆಯ ಭಾಷಾ ಬಳಕೆ ನಡೆದಿಲ್ಲ,P,N,ಆದರೆ,ಹುಬ್ಬಳ್ಳಿ ಆವೃತ್ತಿ ಮೂಲಕ ಉದಯವಾಣಿ ಕರಾವಳಿ ಬ್ರಾಂಡಿನಿಂದ ಆಚೆಗೆ ಯೋಚಿಸಿದೆ,ಆದರೆ ಹುಬ್ಬಳ್ಳಿ ಆವೃತ್ತಿಯಲ್ಲಿ ನಾನು ಗಮನಿಸಿದಂತೆ ಈ ಕಡೆಯ ಭಾಷಾ ಬಳಕೆ ನಡೆದಿಲ್ಲ
ರಾಜ ಯೋಗ ಪ್ರಾಪ್ತಿ ಇದೆ ಎಂದಿದ್ದಾರೆ ಆದರೆ ಬದುಕಿನಲ್ಲಿ ಸುಖಪಟ್ಟಿಲ್ಲ,P,N,ಆದರೆ,ರಾಜ ಯೋಗ ಪ್ರಾಪ್ತಿ ಇದೆ ಎಂದಿದ್ದಾರೆ,ಆದರೆ ಬದುಕಿನಲ್ಲಿ ಸುಖಪಟ್ಟಿಲ್ಲ
ಹಾಲು ಮತ್ತು ಬಾಳೆ ಹಣ್ಣನ್ನು ಮಿಲ್ಕ್ ಶೇಕ್ ಮಾಡಿ ಸೇವಿಸುವುದು ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲರಿಗೂ ಇಷ್ಟವೇ ಆದರೆ ಹಾಗೆ ಮಾಡಬೇಡಿ ಎನ್ನುತ್ತಾರೆ ತಜ್ಞರು,P,N,ಆದರೆ,ಹಾಲು ಮತ್ತು ಬಾಳೆ ಹಣ್ಣನ್ನು ಮಿಲ್ಕ್ ಶೇಕ್ ಮಾಡಿ ಸೇವಿಸುವುದು ಸಾಮಾನ್ಯವಾಗಿ ಎಲ್ಲರಿಗೂ ಇಷ್ಟವೇ,ಆದರೆ ಹಾಗೆ ಮಾಡಬೇಡಿ ಎನ್ನುತ್ತಾರೆ ತಜ್ಞರು
ಆದರೆ ಬಾಡಿ ಬಿಲ್ಡರ್ ಗಳು ಬಾಳೆ ಹಣ್ಣು ಮತ್ತು ಹಾಲು ಜತೆಯಾಗಿ ಸೇವಿಸಿದರೆ ಒಳ್ಳೆಯದೇ ಆದರೆ ತೂಕ ಇಳಿಸಲು ಬಯಸುವವರು ಇದನ್ನು ಸೇವಿಸಬೇಡಿ ಎನ್ನುತ್ತಾರೆ ತಜ್ಞರು,P,N,ಆದರೆ,,ಆದರೆ ಬಾಡಿ ಬಿಲ್ಡರ್ ಗಳು ಬಾಳೆ ಹಣ್ಣು ಮತ್ತು ಹಾಲು ಜತೆಯಾಗಿ ಸೇವಿಸಿದರೆ ಒಳ್ಳೆಯದೇ ಆದರೆ ತೂಕ ಇಳಿಸಲು ಬಯಸುವವರು ಇದನ್ನು ಸೇವಿಸಬೇಡಿ ಎನ್ನುತ್ತಾರೆ ತಜ್ಞರು
ನನಗೆ ಚೆನ್ನಾಗಿ ಕಲಿತು ಹೊರದೇಶದಲ್ಲಿ ನೆಲೆಗೊಳ್ಳಬೇಕೆಂಬ ಕನಸಿತ್ತು ಆದರೆ ಇದೀಗ ಬಣ್ಣದ ಲೋಕಕ್ಕೆ ಕಾಲಿಟ್ಟಾಗಿದೆ,O,O,ಆದರೆ,ನನಗೆ ಚೆನ್ನಾಗಿ ಕಲಿತು ಹೊರದೇಶದಲ್ಲಿ ನೆಲೆಗೊಳ್ಳಬೇಕೆಂಬ ಕನಸಿತ್ತು,ಆದರೆ ಇದೀಗ ಬಣ್ಣದ ಲೋಕಕ್ಕೆ ಕಾಲಿಟ್ಟಾಗಿದೆ
ಆಮದನ್ನು ತಗ್ಗಿಸಲು ಸರಕಾರ ತೆಗೆದುಕೊಂಡಿರುವ ಈ ಕ್ರಮ ಸ್ವಾಗತಾರ್ಹವೇನೋ ಸರಿ ಆದರೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಗ್ರಾಹಕರ ಮೇಲೆ ಬೀಳಲಿರುವ ಹೊರೆ ತಪ್ಪಿಸುವವರು ಯಾರು ಎಂಬುದು ಪ್ರಶ್ನೆ,P,O,ಆದರೆ,ಆಮದನ್ನು ತಗ್ಗಿಸಲು ಸರಕಾರ ತೆಗೆದುಕೊಂಡಿರುವ ಈ ಕ್ರಮ ಸ್ವಾಗತಾರ್ಹವೇನೋ ಸರಿ,ಆದರೆ ತಾತ್ಕಾಲಿಕವಾಗಿ ಗ್ರಾಹಕರ ಮೇಲೆ ಬೀಳಲಿರುವ ಹೊರೆ ತಪ್ಪಿಸುವವರು ಯಾರು ಎಂಬುದು ಪ್ರಶ್ನೆ
ಆಫೀಸಿಗೊಬ್ಬ ಬಾಸ್ ಇದ್ರೂ ಕೆಲವೊಮ್ಮೆ ಬಾಸ್ ನ ಪಿಎನೇ ಬಾಸ್ ಥರ ವರ್ತಿಸೋದುಂಟು ಅಥವಾ ಬಾಸ್ ಗಿಂತ ಎರಡು ಪಟ್ಟು ಹೆಚ್ಚೇ ಅಧಿಕ ಪ್ರಸಂಗ ತೋರಿಸುವುದುಂಟು,N,N,ಅಥವಾ,ಆಫೀಸಿಗೊಬ್ಬ ಬಾಸ್ ಇದ್ರೂ ಕೆಲವೊಮ್ಮೆ ಬಾಸ್ ನ ಪಿಎನೇ ಬಾಸ್ ಥರ ವರ್ತಿಸೋದುಂಟು,ಅಥವಾ ಬಾಸ್ ಗಿಂತ ಎರಡು ಪಟ್ಟು ಹೆಚ್ಚೇ ಅಧಿಕ ಪ್ರಸಂಗ ತೋರಿಸುವುದುಂಟು
ಪ್ರತಿ ವರ್ಷ ರಾಖಿ ಹಬ್ಬ ಬಂದಾಗಲೂ ಅವರಿಗೆ ರಾಖಿ ಕಟ್ಟುತ್ತೇನೆ ಆದರೆ ಬೆಂಗಳೂರಿಗೆ ಬಂದು ಎರಡು ವರ್ಷ ಆದರೂ ಕೈಯಾರೆ ರಾಖಿ ಕಟ್ಟುವ ಭಾಗ್ಯ ದೊರೆತಿಲ್ಲ,P,N,ಆದರೆ,ಪ್ರತಿ ವರ್ಷ ರಾಖಿ ಹಬ್ಬ ಬಂದಾಗಲೂ ಅವರಿಗೆ ರಾಖಿ ಕಟ್ಟುತ್ತೇನೆ,ಆದರೆ ಬೆಂಗಳೂರಿಗೆ ಬಂದು ಎರಡು ವರ್ಷ ಆದರೂ ಕೈಯಾರೆ ರಾಖಿ ಕಟ್ಟುವ ಭಾಗ್ಯ ದೊರೆತಿಲ್ಲ
ಮಧ್ಯಮ ವರ್ಗ ಮತ್ತು ದೇಶದ ಪ್ರಗತಿಗೆ ಅಣು ಒಪ್ಪಂದ ಸಹಕಾರಿ ಆದ್ದರಿಂದ ಅಣುಒಪ್ಪಂದವನ್ನು ನಾನು ಬೆಂಬಲಿಸುತ್ತೇನೆ,P,P,ಆದ್ದರಿಂದ,ಮಧ್ಯಮ ವರ್ಗ ಮತ್ತು ದೇಶದ ಪ್ರಗತಿಗೆ ಅಣು ಒಪ್ಪಂದ ಸಹಕಾರಿ,ಆದ್ದರಿಂದ ಅಣುಒಪ್ಪಂದವನ್ನು ನಾನು ಬೆಂಬಲಿಸುತ್ತೇನೆ
ಒಂದಷ್ಟು ಖುಷಿ ಖುಷಿ ಕ್ಷಣಗಳನ್ಮು ಅವಳೂ ಬಿಚ್ಚಿದ್ದಳು ಆದರೆ ಅವಳ ಇಬ್ಬರೂ ಪುಟ್ಟ ಕಂದಮ್ಮಗಳು ಮೊಬೈಲ್ ಕೊಡು ಎಂದು ಅಮ್ಮನತ್ರ ಜಗಳ ಆಡುತ್ತಿದ್ದವು,P,N,ಆದರೆ,ಒಂದಷ್ಟು ಖುಷಿ ಖುಷಿ ಕ್ಷಣಗಳನ್ಮು ಅವಳೂ ಬಿಚ್ಚಿದ್ದಳು,ಆದರೆ ಅವಳ ಇಬ್ಬರೂ ಪುಟ್ಟ ಕಂದಮ್ಮಗಳು ಮೊಬೈಲ್ ಕೊಡು ಎಂದು ಅಮ್ಮನತ್ರ ಜಗಳ ಆಡುತ್ತಿದ್ದವು
ಇದೆಲ್ಲಾ ಹಳೆಯ ವಿಚಾರ ಅಂದುಬಿಡಬಹುದು ಆದರೆ ಯಾಕೋ ನನ್ನ ತೃಪ್ತಿಗೆ ನಾನು ಬರೆಯುತ್ತಿದ್ದೇನೆ ಅಷ್ಟೇ,N,P,ಆದರೆ,ಇದೆಲ್ಲಾ ಹಳೆಯ ವಿಚಾರ ಅಂದುಬಿಡಬಹುದು,ಆದರೆ ಯಾಕೋ ನನ್ನ ತೃಪ್ತಿಗೆ ನಾನು ಬರೆಯುತ್ತಿದ್ದೇನೆ ಅಷ್ಟೇ
ನಾಯಕರ ಮೇಲೆ ಹೆಮ್ಮೆ ಇದೆಆದರೆ ತಾವುಗಳು ಇಂತಹ ಮೊಂಡು ಹೇಳಿಕೆಯನ್ನು ನೀಡಿ ಇದ್ದ ಗೌರವವನ್ನು ಕಡಿಮೆ ಮಾಡುವ ಪ್ರಯತ್ನ ಮಾಡಬೇಡಿ,P,O,ಆದರೆ,ನಾಯಕರ ಮೇಲೆ ಹೆಮ್ಮೆ ಇದೆ,ಆದರೆ ತಾವುಗಳು ಇಂತಹ ಮೊಂಡು ಹೇಳಿಕೆಯನ್ನು ನೀಡಿ ಇದ್ದ ಗೌರವವನ್ನು ಕಡಿಮೆ ಮಾಡುವ ಪ್ರಯತ್ನ ಮಾಡಬೇಡಿ
ಇನ್ನೊಂದು ಸರ್ಜರಿ ಆಗಬೇಕಿತ್ತು ಆದರೆ ಆರ್ಥಿಕ ಮುಗ್ಗಟ್ಟಿನಿಂದಿದ್ದ ಈ ಕುಟುಂಬಕ್ಕೆ ಸರ್ಜರಿ ಮಾಡಿಸಲು ತಕ್ಷಣಕ್ಕೆ ಸಾಧ್ಯವಾಗಿರಲಿಲ್ಲ,O,N,ಆದರೆ,ಇನ್ನೊಂದು ಸರ್ಜರಿ ಆಗಬೇಕಿತ್ತು,ಆದರೆ ಆರ್ಥಿಕ ಮುಗ್ಗಟ್ಟಿನಿಂದಿದ್ದ ಈ ಕುಟುಂಬಕ್ಕೆ ಸರ್ಜರಿ ಮಾಡಿಸಲು ತಕ್ಷಣಕ್ಕೆ ಸಾಧ್ಯವಾಗಿರಲಿಲ್ಲ
ರಿಸರ್ವ್ ಬ್ಯಾಂಕ್ ಸರ್ಕಾರಿ ಮುದ್ರಣಾಲಯಗಳ ಮೂಲಕ ಅಗತ್ಯವಿದ್ದಷ್ಟು ನೋಟು ಮುದ್ರಿಸುತ್ತಿದ್ದಾರೆ ಆದರೆ ಆ ನೋಟುಗಳನ್ನು ಬ್ಯಾಂಕುಗಳು ಮತ್ತು ಅಂಚೆ ಕಛೇರಿಗಳಿಗೆ ತಲುಪಿಸುವುದರಲ್ಲಿ ಸ್ವಲ್ಪ ತಡವಾಗಿದೆ,P,N,ಆದರೆ,ರಿಸರ್ವ್ ಬ್ಯಾಂಕ್ ಸರ್ಕಾರಿ ಮುದ್ರಣಾಲಯಗಳ ಮೂಲಕ ಅಗತ್ಯವಿದ್ದಷ್ಟು ನೋಟು ಮುದ್ರಿಸುತ್ತಿದ್ದಾರೆ,ಆದರೆ ಆ ನೋಟುಗಳನ್ನು ಬ್ಯಾಂಕುಗಳು ಮತ್ತು ಅಂಚೆ ಕಛೇರಿಗಳಿಗೆ ತಲುಪಿಸುವುದರಲ್ಲಿ ಸ್ವಲ್ಪ ತಡವಾಗಿದೆ
ಸರ್ಕಾರದ ಕ್ರಿಯಾಶೀಲತೆ ಕುರಿತು ಟೀಕಿಸುವವರು ಅನೇಕರಿದ್ದಾರೆ ಆದರೆ ನಾವು ಮತದಾರರಿಗೆ ನೀಡಿದ್ದ ಭರವಸೆಯಂತೆ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೆವೆ,N,P,ಆದರೆ,ಸರ್ಕಾರದ ಕ್ರಿಯಾಶೀಲತೆ ಕುರಿತು ಟೀಕಿಸುವವರು ಅನೇಕರಿದ್ದಾರೆ,ಆದರೆ ನಾವು ಮತದಾರರಿಗೆ ನೀಡಿದ್ದ ಭರವಸೆಯಂತೆ ಪ್ರಾಮಾಣಿಕವಾಗಿ ಕೆಲಸ ಮಾಡುತ್ತಿದ್ದೆವೆ
ಮತ್ತು ಗೆದ್ದ ದಿನದಿಂದಲೇ ಮುಂದಿನ ಚುನಾವಣೆಗೆ ಸಿದ್ಧಗೊಳ್ಳುವ ಅಥವಾ ಅದಕ್ಕಾಗಿ ತಲೆಕೆಡಿಸಿಕೊಂಡು ಕೆಟ್ಟ ಕೆಟ್ಟ ಕೆಲಸಗಳಲ್ಲಿ ತೊಡಗುವ ಒಂದು ದುರ್ವೇದಿಕೆಯಾಗಿ ಏರ್ಪಟ್ಟಿದೆ,O,N,ಅಥವಾ,ಮತ್ತು ಗೆದ್ದ ದಿನದಿಂದಲೇ ಮುಂದಿನ ಚುನಾವಣೆಗೆ ಸಿದ್ಧಗೊಳ್ಳುವ,ಅಥವಾ ಅದಕ್ಕಾಗಿ ತಲೆಕೆಡಿಸಿಕೊಂಡು ಕೆಟ್ಟ ಕೆಟ್ಟ ಕೆಲಸಗಳಲ್ಲಿ ತೊಡಗುವ ಒಂದು ದುರ್ವೇದಿಕೆಯಾಗಿ ಏರ್ಪಟ್ಟಿದೆ
ಮೊದ ಮೊದಲು ಆ ದೇವರು ತನಗೊಬ್ಬನಿಗೆ ಮಾತ್ರ ಏಕೆ ಈ ದುಸ್ಥಿತಿ ತಂದ ಎಂದು ಪ್ರಶ್ನೆ ಹಾಕಿಕೊಳ್ಳುತ್ತಿತ್ತು ಆದರೆ ನಂತರ ಆ ಕುರಿತು ಚಿಂತಿಸಿ ಫಲವಿಲ್ಲ ಎಂದರಿತು ಇತರರ ಹೀಯಾಳಿಕೆಗಳಿಗೆ ಬೇಜಾರು ಪಟ್ಟುಕೊಳ್ಳುವುದನ್ನು ನಿಲ್ಲಿಸಿತು,N,P,ಆದರೆ,ಮೊದ ಮೊದಲು ಆ ದೇವರು ತನಗೊಬ್ಬನಿಗೆ ಮಾತ್ರ ಏಕೆ ಈ ದುಸ್ಥಿತಿ ತಂದ ಎಂದು ಪ್ರಶ್ನೆ ಹಾಕಿಕೊಳ್ಳುತ್ತಿತ್ತು,ಆದರೆ ನಂತರ ಆ ಕುರಿತು ಚಿಂತಿಸಿ ಫಲವಿಲ್ಲ ಎಂದರಿತು ಇತರರ ಹೀಯಾಳಿಕೆಗಳಿಗೆ ಬೇಜಾರು ಪಟ್ಟುಕೊಳ್ಳುವುದನ್ನು ನಿಲ್ಲಿಸಿತು
ಒಂದು ಸಾವನ್ನು ತಮಾಷೆಯಾಗಿ ನೋಡುವುದು ತುಸು ಕಷ್ಟ ಆದರೆ ಶೈಲೇಶ್ ಕುಮಾರ್ ಎಂಎಂ ಆ ಕೆಲಸವನ್ನು ಬಹಳ ನಾಜೂಕಿನಿಂದ ಮಾಡಿದ್ದಾರೆ,O,P,ಆದರೆ,ಒಂದು ಸಾವನ್ನು ತಮಾಷೆಯಾಗಿ ನೋಡುವುದು ತುಸು ಕಷ್ಟ,ಆದರೆ ಶೈಲೇಶ್ ಕುಮಾರ್ ಎಂಎಂ ಆ ಕೆಲಸವನ್ನು ಬಹಳ ನಾಜೂಕಿನಿಂದ ಮಾಡಿದ್ದಾರೆ
ಜೊತೆಗೆ ಚೀನಾದ ಹಲವು ಕ್ಲಬ್ಗಳ ವಿರುದ್ಧ ಪಂದ್ಯವನ್ನೂ ಆಡಿದೆ ಆದ್ದರಿಂದ ಭಾರತ ಮೊದಲ ಪೈಪೋಟಿಯಲ್ಲಿ ಉತ್ತಮ ಪ್ರದರ್ಶನ ತೋರುವ ವಿಶ್ವಾಸ ಹೊಂದಿದೆ,O,P,ಆದ್ದರಿಂದ,ಜೊತೆಗೆ ಚೀನಾದ ಹಲವು ಕ್ಲಬ್ಗಳ ವಿರುದ್ಧ ಪಂದ್ಯವನ್ನೂ ಆಡಿದೆ,ಆದ್ದರಿಂದ ಭಾರತ ಮೊದಲ ಪೈಪೋಟಿಯಲ್ಲಿ ಉತ್ತಮ ಪ್ರದರ್ಶನ ತೋರುವ ವಿಶ್ವಾಸ ಹೊಂದಿದೆ
ಇದಲ್ಲದೇ ಇನ್ನುಳಿದ ಸಾಲ ಮೊತ್ತವನ್ನು ಹಂತಹಂತವಾಗಿ ಕಂತುಗಳಲ್ಲಿ ಮನ್ನಾ ಮಾಡುವುದಾಗಿ ಭರವಸೆ ನೀಡಿದ್ದಾರೆ ಆದರೆ ಕಂತುಗಳಲ್ಲಿ ಸಾಲ ಮನ್ನಾ ಮಾಡುವ ವಿಧಾನ ಹೇಗೆ ಎಂಬುದರ ಬಗ್ಗೆ ಸ್ಪಷ್ಟೀಕರಣ ನೀಡಿಲ್ಲ,P,N,ಆದರೆ,ಇದಲ್ಲದೇ ಇನ್ನುಳಿದ ಸಾಲ ಮೊತ್ತವನ್ನು ಹಂತಹಂತವಾಗಿ ಕಂತುಗಳಲ್ಲಿ ಮನ್ನಾ ಮಾಡುವುದಾಗಿ ಭರವಸೆ ನೀಡಿದ್ದಾರೆ,ಆದರೆ ಕಂತುಗಳಲ್ಲಿ ಸಾಲ ಮನ್ನಾ ಮಾಡುವ ವಿಧಾನ ಹೇಗೆ ಎಂಬುದರ ಬಗ್ಗೆ ಸ್ಪಷ್ಟೀಕರಣ ನೀಡಿಲ್ಲ
ವಿಧಾನಸಭೆ ಚುನಾವಣೆಯಲ್ಲಿ ಮತ ಹಾಕಿದ್ವಿ ಆದರೆ ಈ ಬಾರಿ ಪಟ್ಟಿಯಲ್ಲಿ ಹೆಸರು ನಾಪತ್ತೆಯಾಗಿದೆ ಎಂದು ತಮ್ಮ ಅಸಮಾಧಾನ ಹೊರಹಾಕಿದರು,O,N,ಆದರೆ,ವಿಧಾನಸಭೆ ಚುನಾವಣೆಯಲ್ಲಿ ಮತ ಹಾಕಿದ್ವಿ,ಆದರೆ ಈ ಬಾರಿ ಪಟ್ಟಿಯಲ್ಲಿ ಹೆಸರು ನಾಪತ್ತೆಯಾಗಿದೆ ಎಂದು ತಮ್ಮ ಅಸಮಾಧಾನ ಹೊರಹಾಕಿದರು
ಬಜೆಟ್ನಲ್ಲಿ ಕೃಷಿ ಉತ್ಪನ್ನಗಳಿಗೆ ಬೆಲೆ ಕುಸಿತ ಉಂಟಾದಾಗ ಬೆಂಬಲ ಬೆಲೆ ಕೊಡುವುದಾಗಿ ಘೋಷಿಸಿದೆ ಆದರೆ ಅದರ ವೈಜ್ಞಾನಿಕ ನಿಲುವು ಪ್ರಕಟವಾಗಿಲ್ಲ,P,O,ಆದರೆ,ಬಜೆಟ್ನಲ್ಲಿ ಕೃಷಿ ಉತ್ಪನ್ನಗಳಿಗೆ ಬೆಲೆ ಕುಸಿತ ಉಂಟಾದಾಗ ಬೆಂಬಲ ಬೆಲೆ ಕೊಡುವುದಾಗಿ ಘೋಷಿಸಿದೆ,ಆದರೆ ಅದರ ವೈಜ್ಞಾನಿಕ ನಿಲುವು ಪ್ರಕಟವಾಗಿಲ್ಲ
! ಒಂದೇ ಸಲಕ್ಕೆ ಅರ್ಥವಾಗುವುದಿಲ್ಲಆದರೆ ಕೌತುಕ ಹುಟ್ಟಿಸುತ್ತದೆ,N,P,ಆದರೆ,! ಒಂದೇ ಸಲಕ್ಕೆ ಅರ್ಥವಾಗುವುದಿಲ್ಲ,ಆದರೆ ಕೌತುಕ ಹುಟ್ಟಿಸುತ್ತದೆ
